site_name,Zm,g1,Albedo,Elev,MAP,MAT,Source,Dataset,N_gN_100gleaf,AGB_t_DM_ha,Ref,lat,long,LC,Koppen,hc,LAImax,DATA_START,DATA_END,hc_RS,Elev_srtm3,Elev_gtopo30,theta_fc,theta_paw,theta_r,theta_s
US-Syv,36.0,5.5,0.11,540.0,826.0,3.81,AMF_FLX,F15,1.958,124.0,134,46.242,-89.3477,MF,Dfb,27.0,7.53,2001.0,2023.0,11.736142938671582,548.0,533,0.31346,0.215682,0.090597,0.5137
US-Ton,23.5,3.3,0.19,177.0,559.0,15.8,AMF_FLX,F15,2.13,0.0,135,38.4309,-120.966,WSA,Csa,7.099999905,3.28,2001.0,2023.0,1.8700798787359008,171.0,175,0.26067,0.13945,0.11617,0.38997
US-Tw1,4.64,6.5,,-5.0,421.0,15.5,AMF_FLX,F15,,0.0,,38.107,-121.647,WET,Csa,3.43,,2011.0,2023.0,0.2953033581790494,-7.0,-2,0.36241,0.17803,0.17642,0.47365
US-Tw2,5.2,3.8,,-5.0,421.0,15.5,AMF_FLX,,,,,38.0969,-121.6365,CRO,Csa,,,2012.0,2013.0,0.3137850186365276,-5.0,-1,0.36302,0.17776,0.17729,0.47315
US-Tw3,2.8,3.8,,-4.0,421.0,15.6,AMF_FLX,,,,,38.1152,-121.6469,CRO,Csa,,,2013.0,2018.0,0.2953785131913699,-4.0,-2,0.35801,0.17806,0.17215,0.47374
US-Tw4,5.36,6.5,,-5.0,421.0,15.6,FLUXNET2015,,,,,38.10274506,-121.6413269,WET,Csa,0.5,,2013.0,2023.0,0.3023171941213597,-6.0,-2,0.35701,0.17157,0.17753,0.46778
US-Tw5,6.12,6.5,,-5.0,421.0,15.5,AMF_FLX,,,,,38.1072,-121.6426,WET,Csa,,,2018.0,2019.0,0.300529969844816,-6.0,-2,0.36241,0.17803,0.17642,0.47365
US-Twt,3.18,,,-7.0,421.0,15.6,FLUXNET2015,,,,,38.1086998,-121.6530991,CRO,Csa,0.5,,2009.0,2014.0,0.2849272255557004,-9.0,-2,0.36386,0.18205,0.17387,0.47773
US-UM3,5.5,,,234.0,803.0,5.83,AMF_FLX,,,,,45.5686,-84.6707,WAT,Dfb,,,2013.0,2014.0,7.81792497393071,214.0,216,0.30752,0.19013,0.11114,0.49224
US-UMB,48.0,4.7,0.11,234.0,803.0,5.83,FLUXNET2015,F15,1.753,144.0,136,45.55979919,-84.71379852,DBF,Dfb,20.0,7.76,2007.0,2021.0,7.717316503538892,239.0,227,0.23575,0.148212,0.083836,0.46773
US-UMd,32.0,4.7,,239.0,803.0,5.83,AMF_FLX,F15,,139.0,137,45.563,-84.698,DBF,Dfb,23.0,4.52,2007.0,2023.0,7.585259535928544,239.0,228,0.26655,0.1689,0.092809,0.4674
US-Var,2.5,3.3,0.16,129.0,559.0,15.8,AMF_FLX,F15,2.3,1.0,138,38.4133,-120.9508,GRA,Csa,0.550000012,3.9525,2000.0,2021.0,1.965755952559076,159.0,151,0.26346,0.14238,0.11604,0.39229
US-Vcm,23.9,2.6,,3030.0,646.0,6.4,AMF_FLX,,,,,35.8884,-106.5321,ENF,Dfb,,,2007.0,2021.0,3.169186979247528,3041.0,3003,0.31558,0.19357,0.11621,0.47059
US-Vcp,28.2,2.6,,2500.0,550.0,9.8,AMF_FLX,,,,,35.8642,-106.5967,ENF,Dfb,,,2007.0,2023.0,4.740660979044148,2503.0,2542,0.29188,0.17235,0.11438,0.43663
US-WCr,29.6,4.7,0.11,520.0,787.0,4.02,FLUXNET2015,F15,1.877,95.0,118,45.80590057,-90.07990265,DBF,Dfb,24.0,5.36,1999.0,2014.0,8.641291432422367,526.0,515,0.28321,0.19058,0.087821,0.4613
US-WPT,3.2,6.5,,175.0,849.0,10.1,FLUXNET2015,F15,,6.0,,41.465,-82.996,WET,Cfa,1.7,,2011.0,2013.0,1.3432763209356011,172.0,174,0.38536,0.21131,0.16542,0.51269
US-Whs,6.5,3.9,0.25,1370.0,320.0,17.6,FLUXNET2015,F15,,0.0,,31.74379921,-110.0522003,OSH,BSk,0.5,0.57,2007.0,2020.0,0.0055409486973338,1375.0,1371,0.22783,0.10863,0.1154,0.38056
US-Wi0,6.0,5.8,,349.0,,,AMF_FLX,,,,,46.6188,-91.0814,ENF,Dfb,,,2002.0,2002.0,10.836171641335527,342.0,349,0.35184,0.21517,0.12891,0.5154
US-Wi1,9.0,4.7,,352.0,,,AMF_FLX,,,,,46.7305,-91.2329,DBF,Dfb,,,2003.0,2003.0,12.041427378093342,340.0,320,0.33673,0.20128,0.12841,0.49841
US-Wi3,26.0,4.7,,411.0,,,AMF_FLX,F15,,75.0,139,46.635,-91.099,DBF,Dfb,20.5,3.9,2002.0,2004.0,11.276786025591848,399.0,363,0.33966,0.20475,0.12801,0.49572
US-Wi4,23.0,5.8,,352.0,,,AMF_FLX,F15,,126.0,139,46.739,-91.166,ENF,Dfb,18.0,2.8,2002.0,2005.0,12.216665796662667,382.0,352,0.35475,0.21349,0.13265,0.52824
US-Wi5,6.0,5.8,,353.0,,,AMF_FLX,,,,,46.6531,-91.0858,ENF,Dfb,,,2004.0,2004.0,11.604871247440196,363.0,353,0.31905,0.19431,0.11851,0.48326
US-Wi6,3.0,3.9,,371.0,,,AMF_FLX,,,,,46.6249,-91.2982,OSH,Dfb,,,2002.0,2003.0,9.941923727483568,355.0,371,0.3338,0.19134,0.13541,0.49282
US-Wi7,6.0,3.9,,335.0,,,AMF_FLX,,,,,46.6491,-91.0693,OSH,Dfb,,,2005.0,2005.0,11.44803214111414,343.0,340,0.33873,0.19641,0.13522,0.49422
US-Wi8,3.0,4.7,,348.0,,,AMF_FLX,,,,,46.7223,-91.2524,DBF,Dfb,,,2002.0,2002.0,11.610777974082035,398.0,396,0.32037,0.19697,0.117,0.48989
US-Wi9,9.0,5.8,,350.0,,,AMF_FLX,,,,,46.7385,-91.0746,ENF,Dfb,,,2004.0,2005.0,12.426653557693976,369.0,365,0.34725,0.20993,0.12884,0.52762
US-Wjs,10.5,3.8,,1931.0,361.0,15.2,AMF_FLX,,,,,34.4255,-105.8615,SAV,BSk,,,2007.0,2021.0,0.7269747934581017,1926.0,1922,0.23668,0.1179,0.11423,0.38344
US-Wkg,6.4,3.9,0.16,1531.0,407.0,15.64,FLUXNET2015,F15,2.64,0.0,140,31.73649979,-109.9419022,GRA,BSk,1.0,0.9,2004.0,2014.0,0.1313347531293463,1527.0,1524,0.24058,0.11164,0.12499,0.39202
US-Wrc,67.0,2.5,,,,,,LT,0.75,224.0,141,45.82,-121.952,ENF,Csb,24.3,8.7,,,20.866918132072467,394.0,371,0.32906,0.21669,0.10521,0.51386
US-xAB,19.01,2.5,,363.0,2450.59,10.0,AMF_FLX,,,,,45.7624,-122.3303,ENF,Csb,,,2017.0,2023.0,13.560305898843998,390.0,361,0.35025,0.22303,0.11954,0.51944
US-xAE,8.63,3.4,,516.0,778.85,15.5,AMF_FLX,,,,,35.4106,-99.0588,GRA,Cfa,,,2017.0,2021.0,0.3893504059962523,522.0,517,0.25455,0.1298,0.11944,0.37017
US-xBA,9.08,6.5,,6.0,110.0,-12.0,AMF_FLX,,,,,71.2824,-156.6194,WET,ET,,,2019.0,2021.0,0.0,,5,0.44506,0.26492,0.16164,0.61685
US-xBL,8.71,4.7,,183.0,982.55,12.1,AMF_FLX,,,,,39.0603,-78.0716,DBF,Cfa,,,2019.0,2021.0,6.650360850222444,181.0,183,0.34099,0.19901,0.13639,0.44976
US-xBN,19.87,2.5,,263.0,275.0,-2.0,AMF_FLX,,,,,65.154,-147.5026,ENF,Dfc,,,2019.0,2021.0,5.023123953054571,,263,0.46929,0.33235,0.12457,0.60208
US-xBR,35.89,4.7,,232.0,1246.0,5.6,AMF_FLX,,,,,44.0639,-71.2873,DBF,Dfb,,,2017.0,2021.0,15.635946133860283,283.0,283,0.29846,0.199884,0.092436,0.49618
